chapter_id,verse_id,sanskrit,english,hindi,index,foot,sanskrit_iast,sanskrit_slp1,sanskrit_hk
1,9,शूराः,heroes,"शूरवीर हैं, (जिन्होंने)",5,1,śūrāḥ,zUrAH,zUrAH
1,9,मदर्थे,for my sake,मेरे लिये,6,2,madarthe,madarthe,madarthe
1,9,त्यक्तजीविताः,who are ready to give up their lives,"अपने जीनेकी इच्छाका भी त्याग कर दिया है,",2,2,tyaktajīvitāḥ,tyaktajIvitAH,tyaktajIvitAH
1,9,नानाशस्त्रप्रहरणाः,armed with various weapons and missiles,जो अनेक प्रकारके अस्त्र-शस्त्रोंको चलाने-वाले हैं (तथा जो),7,3,nānāśastrapraharaṇāḥ,nAnAzastrapraharaNAH,nAnAzastrapraharaNAH
1,9,सर्वे,all,सब-के-सब,8,4,sarve,sarve,sarve
1,9,युद्धविशारदाः,wellskilled in battle,युद्धकलामें अत्यन्त चतुर हैं।,9,4,yuddhaviśāradāḥ,yuddhavizAradAH,yuddhavizAradAH
1,10,अपर्याप्तम्,insufficient,"अपर्याप्त है, असमर्थ है; (क्योंकि)",3,1,aparyāptam,aparyAptam,aparyAptam
1,10,तत्,that,वह,2,1,tat,tat,tat
1,10,अस्माकम्,ours,हमारी,4,1,asmākam,asmAkam,asmAkam
1,10,बलम्,army,सेना (पाण्डवोंपर विजय करनेमें),1,2,balam,balam,balam
1,10,भीष्माभिरक्षितम्,marshalled by Bhishma,उसके संरक्षक (उभयपक्षपाती)भीष्म हैं।,5,2,bhīṣmābhirakṣitam,bhISmAbhirakSitam,bhISmAbhirakSitam
1,10,पर्याप्तम्,sufficient,"पर्याप्त है, समर्थ है; (क्योंकि)",7,3,paryāptam,paryAptam,paryAptam
1,10,तु,while,परन्तु,9,3,tu,tu,tu
1,10,इदम्,this,यह,8,3,idam,idam,idam
1,10,एतेषाम्,their,इन पाण्डवोंकी,10,3,eteṣām,eteSAm,eteSAm
1,10,बलम्,army,सेना (हमपर विजय करनेमें),6,4,balam,balam,balam
1,10,भीमाभिरक्षितम्,marshalled by Bhima,इसके संरक्षक (निजसेनापक्षपाती) भीमसेन हैं।,11,4,bhīmābhirakṣitam,bhImAbhirakSitam,bhImAbhirakSitam
1,11,अयनेषु,in the arrays (of the army),मोर्चोंपर,2,1,ayaneṣu,ayaneSu,ayaneSu
1,11,च,and,दुर्योधन बाह्यदृष्टिसे अपनी सेनाके महारथियोंसे बोला—,9,1,ca,ca,ca
1,11,सर्वेषु,in all,सभी,10,1,sarveṣu,sarveSu,sarveSu
1,11,यथाभागम्,according to division,अपनी-अपनी जगह,7,2,yathābhāgam,yathAbhAgam,yathAbhAgam
1,11,अवस्थिताः,being stationed,दृढ़तासे स्थित रहते हुए,3,2,avasthitāḥ,avasthitAH,avasthitAH
1,11,भीष्मम्,Bhishma,पितामह भीष्मकी,1,3,bhīṣmam,bhISmam,bhISmam
1,11,एव,alone,सब-के,4,3,eva,eva,eva
1,11,अभिरक्षन्तु,protect,चारों ओरसे रक्षा करें।,5,3,abhirakṣantu,abhirakSantu,abhirakSantu
1,11,भवन्तः,ye,आप,12,4,bhavantaḥ,bhavantaH,bhavantaH
1,11,सर्वे,all,सब लोग,6,4,sarve,sarve,sarve
1,11,एव,even,ही,11,4,eva,eva,eva
1,11,हि,indeed,निश्चितरूपसे,8,4,hi,hi,hi
1,12,तस्य,his (Duryodhanas),उस (दुर्योधन)-के,1,1,tasya,tasya,tasya
1,12,संजयन्,causing,उत्पन्न करते हुए,3,1,saṃjayan,saMjayan,saMjayan
1,12,हर्षम्,joy,(हृदयमें) हर्ष,2,1,harṣam,harSam,harSam
1,12,कुरुवृद्धः,oldest of the Kurus,कौरवोंमें वृद्ध,4,2,kuruvṛddhaḥ,kuruvRddhaH,kuruvRddhaH
1,12,पितामहः,grandfather,पितामह भीष्मने,11,2,pitāmahaḥ,pitAmahaH,pitAmahaH
1,12,सिंहनादम्,lions roar,सिंहके समान,5,3,siṃhanādam,siMhanAdam,siMhanAdam
1,12,विनद्य,having sounded,गरजकर,6,3,vinadya,vinadya,vinadya
1,12,उच्चैः,loudly,जोरसे,7,3,uccaiḥ,uccaiH,uccaiH
1,12,शङ्खम्,conch,शंख,8,4,śaṅkham,zaGkham,zaGkham
1,12,दध्मौ,blew,बजाया।,9,4,dadhmau,dadhmau,dadhmau
1,12,प्रतापवान्,the glorious,प्रभावशाली,10,4,pratāpavān,pratApavAn,pratApavAn
1,13,ततः,then,उसके बाद,1,1,tataḥ,tataH,tataH
1,13,शङ्खाः,conches,शंख,2,1,śaṅkhāḥ,zaGkhAH,zaGkhAH
1,13,च,and,और,3,1,ca,ca,ca
1,13,भेर्यः,kettledrums,भेरी (नगाड़े),4,1,bheryaḥ,bheryaH,bheryaH
1,13,च,and,तथा,5,1,ca,ca,ca
1,13,पणवानकगोमुखाः,"tabors,  drums and cowhorns","ढोल, मृदंग और नरसिंघे बाजे",6,2,paṇavānakagomukhāḥ,paNavAnakagomukhAH,paNavAnakagomukhAH
1,13,सहसा,suddenly,एक साथ,7,3,sahasā,sahasA,sahasA
1,13,एव,quite,ही,8,3,eva,eva,eva
1,13,अभ्यहन्यन्त,blared forth,बज उठे।  (उनका),9,3,abhyahanyanta,abhyahanyanta,abhyahanyanta
1,13,सः,that,वह,10,4,saḥ,saH,saH
1,13,शब्दः,sound,शब्द,11,4,śabdaḥ,zabdaH,zabdaH
1,13,तुमुलः,tremendous,बड़ा भयंकर,12,4,tumulaḥ,tumulaH,tumulaH
1,13,अभवत्,was,हुआ।,13,4,abhavat,abhavat,abhavat
1,14,ततः,then,उसके बाद,1,1,tataḥ,tataH,tataH
1,14,श्वेतैः,(with) white,सफेद,2,1,śvetaiḥ,zvetaiH,zvetaiH
1,14,हयैः,horses,घोड़ोंसे,3,1,hayaiḥ,hayaiH,hayaiH
1,14,युक्ते,yoked,युक्त,4,1,yukte,yukte,yukte
1,14,महति,magnificent,महान्,5,2,mahati,mahati,mahati
1,14,स्यन्दने,in the chariot,रथपर,6,2,syandane,syandane,syandane
1,14,स्थितौ,seated,बैठे हुए,7,2,sthitau,sthitau,sthitau
1,14,माधवः,Madhava,लक्ष्मीपति भगवान् श्रीकृष्ण,8,3,mādhavaḥ,mAdhavaH,mAdhavaH
1,14,पाण्डवः,"Pandava,  the son of Pandu",पाण्डुपुत्र अर्जुनने,10,3,pāṇḍavaḥ,pANDavaH,pANDavaH
1,14,च,and,और,9,3,ca,ca,ca
1,14,एव,also,भी,11,3,eva,eva,eva
1,14,दिव्यौ,divine,दिव्य,12,4,divyau,divyau,divyau
1,14,शङ्खौ,conches,शंखोंको,13,4,śaṅkhau,zaGkhau,zaGkhau
1,14,प्रदध्मतुः,blew,बड़े जोरसे बजाया।,14,4,pradadhmatuḥ,pradadhmatuH,pradadhmatuH
1,15,पाञ्चजन्यम्,(the conch named) Panchajanya,पांचजन्य नामक (तथा),2,1,pāñcajanyam,pAJcajanyam,pAJcajanyam
1,15,हृषीकेशः,(the Lord of the senses) Krishna,अन्तर्यामी भगवान् श्रीकृष्णने,1,1,hṛṣīkeśaḥ,hRSIkezaH,hRSIkezaH
1,15,देवदत्तम्,(the conch named) Devadatta,देवदत्त नामक (शंख बजाया और),4,2,devadattam,devadattam,devadattam
1,15,धनञ्जयः,(the victor of wealth) Arjuna,धनंजय अर्जुनने,3,2,dhanañjayaḥ,dhanaJjayaH,dhanaJjayaH
1,15,पौण्ड्रम्,(the conch named) Poundra,पौण्ड्र नामक,8,3,pauṇḍram,pauNDram,pauNDram
1,15,दध्मौ,blew,बजाया।,9,3,dadhmau,dadhmau,dadhmau
1,15,महाशङ्खम्,great conch,महाशंख,5,3,mahāśaṅkham,mahAzaGkham,mahAzaGkham
1,15,भीमकर्मा,doer of terrible dees,भयानक कर्म करनेवाले,7,4,bhīmakarmā,bhImakarmA,bhImakarmA
1,15,वृकोदरः,(having the belly of a wolf) Bhima,वृकोदर भीमने,6,4,vṛkodaraḥ,vRkodaraH,vRkodaraH
1,16,अनन्तविजयम्,(the conch named) Anantavijayam,अनन्तविजय नामक (शंख बजाया तथा),3,1,anantavijayam,anantavijayam,anantavijayam
1,16,राजा,the king,राजा,2,1,rājā,rAjA,rAjA
1,16,कुन्तीपुत्रः,son of Kunti,कुन्तीपुत्र,4,2,kuntīputraḥ,kuntIputraH,kuntIputraH
1,16,युधिष्ठिरः,Yudhishthira,युधिष्ठिरने,1,2,yudhiṣṭhiraḥ,yudhiSThiraH,yudhiSThiraH
1,16,नकुलः,Nakula,नकुल,5,3,nakulaḥ,nakulaH,nakulaH
1,16,सहदेवः,Sahadeva,सहदेवने,7,3,sahadevaḥ,sahadevaH,sahadevaH
1,16,च,and,और,6,3,ca,ca,ca
1,16,सुघोषमणिपुष्पकौ,(the conches named) Sughosha and Manipushpaka,सुघोष और मणिपुष्पक नामक (शंख बजाये)।,8,4,sughoṣamaṇipuṣpakau,sughoSamaNipuSpakau,sughoSamaNipuSpakau
1,17,काश्यः,"Kasya,  the king of Kasi",काशिराज,3,1,kāśyaḥ,kAzyaH,kAzyaH
1,17,च,and,और,1,1,ca,ca,ca
1,17,परमेष्वासः,an excellent archer,श्रेष्ठ धनुषवाले,2,1,parameṣvāsaḥ,parameSvAsaH,parameSvAsaH
1,17,शिखण्डी,Sikhandi,शिखण्डी,6,2,śikhaṇḍī,zikhaNDI,zikhaNDI
1,17,च,and,तथा,4,2,ca,ca,ca
1,17,महारथः,mighty carwarrior,महारथी,5,2,mahārathaḥ,mahArathaH,mahArathaH
1,17,धृष्टद्युम्नः,Dhrishtadyumna,धृष्टद्युम्न,7,3,dhṛṣṭadyumnaḥ,dhRSTadyumnaH,dhRSTadyumnaH
1,17,विराटः,Virata,राजा विराट,9,3,virāṭaḥ,virATaH,virATaH
1,17,च,and,एवं,8,3,ca,ca,ca
1,17,सात्यकिः,Satyaki,"सात्यकि,",11,4,sātyakiḥ,sAtyakiH,sAtyakiH
1,17,च,and,और,12,4,ca,ca,ca
1,17,अपराजितः,unconered,अजेय,10,4,aparājitaḥ,aparAjitaH,aparAjitaH
1,18,द्रुपदः,Drupada,राजा द्रुपद,5,1,drupadaḥ,drupadaH,drupadaH
1,18,द्रौपदेयाः,the sons of Draupadi,द्रौपदीके पाँचों पुत्र,1,1,draupadeyāḥ,draupadeyAH,draupadeyAH
1,18,च,and,और,3,1,ca,ca,ca
1,18,सर्वशः,all,सब ओरसे,2,2,sarvaśaḥ,sarvazaH,sarvazaH
1,18,पृथिवीपते,O Lord of the earth,हे राजन्!,7,2,pṛthivīpate,pRthivIpate,pRthivIpate
1,18,सौभद्रः,the son of Subhadra (Abhimanyu),सुभद्रापुत्र अभिमन्यु(—इन सभीने),8,3,saubhadraḥ,saubhadraH,saubhadraH
1,18,च,and,तथा,6,3,ca,ca,ca
1,18,महाबाहुः,mightyarmed,लम्बी-लम्बी भुजाओंवाले,4,3,mahābāhuḥ,mahAbAhuH,mahAbAhuH
1,18,शङ्खान्,conches,शंख,11,4,śaṅkhān,zaGkhAn,zaGkhAn
1,18,दध्मुः,blew,बजाये।,9,4,dadhmuḥ,dadhmuH,dadhmuH
1,18,पृथक् पृथक्,separately,अलग-अलग (अपने-अपने),10,4,pṛthak pṛthak,pRthak pRthak,pRthak pRthak
1,19,सः,that,(पाण्डव-सेनाके शंखोंके) उस,7,1,saḥ,saH,saH
1,19,घोषः,uproar,शब्दने,1,1,ghoṣaḥ,ghoSaH,ghoSaH
1,19,धार्तराष्ट्राणाम्,of Dhritarashtras party,अन्यायपूर्वक राज्य हड़पनेवाले दुर्योधन आदिके,11,1,dhārtarāṣṭrāṇām,dhArtarASTrANAm,dhArtarASTrANAm
1,19,हृदयानि,hearts,हृदय,2,2,hṛdayāni,hRdayAni,hRdayAni
1,19,व्यदारयत्,rent,विदीर्ण कर दिये।,6,2,vyadārayat,vyadArayat,vyadArayat
1,19,नभः,sky,आकाश,9,3,nabhaḥ,nabhaH,nabhaH
1,19,च,and,और,8,3,ca,ca,ca
1,19,पृथिवीम्,earth,पृथ्वीको,10,3,pṛthivīm,pRthivIm,pRthivIm
1,19,च,and,और,12,3,ca,ca,ca
1,19,एव,also,भी,3,3,eva,eva,eva
1,19,तुमुलः,tumultuous,भयंकर,4,4,tumulaḥ,tumulaH,tumulaH
1,19,व्यनुनादयन्,resounding,गुँजाते हुए,5,4,vyanunādayan,vyanunAdayan,vyanunAdayan
1,20,अथ,now,अब,16,1,atha,atha,atha
1,20,व्यवस्थितान्,standing arrayed,व्यवस्थित रूपसे सामने खड़े हुए,1,1,vyavasthitān,vyavasthitAn,vyavasthitAn
1,20,दृष्ट्वा,seeing,देखकर,7,1,dṛṣṭvā,dRSTvA,dRSTvA
1,20,धार्तराष्ट्रान्,Dhritarashtras party,अन्यायपूर्वक राज्यको धारण करनेवाले राजाओं और उनके साथियोंको,6,2,dhārtarāṣṭrān,dhArtarASTrAn,dhArtarASTrAn
1,20,कपिध्वजः,monkeyensigned,कपिध्वज,12,2,kapidhvajaḥ,kapidhvajaH,kapidhvajaH
1,20,प्रवृत्ते,about to begin,तैयारी हो ही रही थी कि,4,3,pravṛtte,pravRtte,pravRtte
1,20,शस्त्रसंपाते,discharge of weapons,शस्त्र चलनेकी,2,3,śastrasaṃpāte,zastrasaMpAte,zastrasaMpAte
1,20,धनुः,bow,(अपना) गाण्डीव धनुष,3,4,dhanuḥ,dhanuH,dhanuH
1,20,उद्यम्य,having taken up,उठा लिया (और),5,4,udyamya,udyamya,udyamya
1,20,पाण्डवः,the son of Pandu,पाण्डुपुत्र अर्जुनने,10,4,pāṇḍavaḥ,pANDavaH,pANDavaH
1,20,हृषीकेशम्,to Hrishikesha,अन्तर्यामी भगवान् श्रीकृष्णसे,8,5,hṛṣīkeśam,hRSIkezam,hRSIkezam
1,20,तदा,then,उस समय,9,5,tadā,tadA,tadA
1,20,वाक्यम्,word,वचन,11,5,vākyam,vAkyam,vAkyam
1,20,इदम्,this,यह,14,6,idam,idam,idam
1,20,आह,said,बोले।,13,6,āha,Aha,Aha
1,20,महीपते,O Lord of the earth,हे महीपते धृतराष्ट्र!,15,6,mahīpate,mahIpate,mahIpate
1,21,सेनयोः,of the armies,सेनाओंके,7,1,senayoḥ,senayoH,senayoH
1,21,उभयोः,of both,दोनों,2,1,ubhayoḥ,ubhayoH,ubhayoH
1,21,मध्ये,in the middle,मध्यमें,1,1,madhye,madhye,madhye
1,21,रथम्,car,रथको (आप तबतक),3,2,ratham,ratham,ratham
1,21,स्थापय,place,"खड़ा कीजिये,",6,2,sthāpaya,sthApaya,sthApaya
1,21,मे,my,मेरे,4,2,me,me,me
1,21,अच्युत,"O Achyuta (O changeless,  Krishna)",हे अच्युत!,5,2,acyuta,acyuta,acyuta
1,22,यावत्,while,जबतक,1,1,yāvat,yAvat,yAvat
1,22,एतान्,these,इन,4,1,etān,etAn,etAn
1,22,निरीक्षे,behold,देख न लूँ कि,6,1,nirīkṣe,nirIkSe,nirIkSe
1,22,अहम्,I,मैं (युद्धक्षेत्रमें),2,1,aham,aham,aham
1,22,योद्धुकामान्,desirous to fight,युद्धकी इच्छावालोंको,5,2,yoddhukāmān,yoddhukAmAn,yoddhukAmAn
1,22,अवस्थितान्,standing,खड़े हुए,3,2,avasthitān,avasthitAn,avasthitAn
1,22,कैः,with whom,किन-किनके,11,3,kaiḥ,kaiH,kaiH
1,22,मया,by me,मुझे,12,3,mayā,mayA,mayA
1,22,सह,together,साथ,8,3,saha,saha,saha
1,22,योद्धव्यम्,must be fought,युद्ध करना योग्य है।,7,3,yoddhavyam,yoddhavyam,yoddhavyam
1,22,अस्मिन्,in this,इस,9,4,asmin,asmin,asmin
1,22,रणसमुद्यमे,eve of battle,युद्धरूप उद्योगमें,10,4,raṇasamudyame,raNasamudyame,raNasamudyame
1,23,योत्स्यमानान्,with the object of fighting,युद्ध करनेको उतावले हुए (इन सबको),9,1,yotsyamānān,yotsyamAnAn,yotsyamAnAn
1,23,अवेक्षे,observe,देख लूँ।,8,1,avekṣe,avekSe,avekSe
1,23,अहम्,I,मैं,10,1,aham,aham,aham
1,23,ये,who,जो,11,2,ye,ye,ye
1,23,एते,those,ये राजालोग,4,2,ete,ete,ete
1,23,अत्र,here (in this Kurukshetra),इस सेनामें,5,2,atra,atra,atra
1,23,समागताः,assembled,"आये हुए हैं,",6,2,samāgatāḥ,samAgatAH,samAgatAH
1,23,धार्तराष्ट्रस्य,of the son of Dhritarashtra,दुर्योधनका,7,3,dhārtarāṣṭrasya,dhArtarASTrasya,dhArtarASTrasya
1,23,दुर्बुद्धेः,of the evilminded,दुष्टबुद्धि,1,3,durbuddheḥ,durbuddheH,durbuddheH
1,23,युद्धे,in battle,युद्धमें,3,4,yuddhe,yuddhe,yuddhe
1,23,प्रियचिकीर्षवः,wishing to please,प्रिय करनेकी इच्छावाले,2,4,priyacikīrṣavaḥ,priyacikIrSavaH,priyacikIrSavaH
1,24,एवम्,thus,इस तरह,5,1,evam,evam,evam
1,24,उक्तः,addressed,कहनेपर,4,1,uktaḥ,uktaH,uktaH
1,24,हृषीकेशः,Hrishikesha,अन्तर्यामी भगवान् श्रीकृष्णने,1,1,hṛṣīkeśaḥ,hRSIkezaH,hRSIkezaH
1,24,गुडाकेशेन,"by Gudakesha (the coneror of sleep,  Arjuna)",निद्राविजयी अर्जुनके द्वारा,2,2,guḍākeśena,guDAkezena,guDAkezena
1,24,भारत,"O Bharata (descendant of king Bharata,  Dhritarashtra)",हे भरतवंशी राजन्!,3,2,bhārata,bhArata,bhArata
1,24,सेनयोः,of the armies,सेनाओंके,7,3,senayoḥ,senayoH,senayoH
1,24,उभयोः,of both,दोनों,6,3,ubhayoḥ,ubhayoH,ubhayoH
1,24,मध्ये,in the middle,मध्यभागमें,8,3,madhye,madhye,madhye
1,24,स्थापयित्वा,having stationed,खड़ा करके,10,4,sthāpayitvā,sthApayitvA,sthApayitvA
1,24,रथोत्तमम्,best of chariots,श्रेष्ठ रथको,9,4,rathottamam,rathottamam,rathottamam
1,25,भीष्मद्रोणप्रमुखतः,in front of Bhishma and Drona,पितामह भीष्म और आचार्य द्रोणके सामने,1,1,bhīṣmadroṇapramukhataḥ,bhISmadroNapramukhataH,bhISmadroNapramukhataH
1,25,सर्वेषाम्,of all,सम्पूर्ण,3,2,sarveṣām,sarveSAm,sarveSAm
1,25,च,and,तथा,2,2,ca,ca,ca
